Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
28,11-05-2012,1264575.18,0,77.27,4.186,131.1453333,11.627
28,18-05-2012,1213310.45,0,84.51,4.11,131.0983226,11.627
28,25-05-2012,1151214.41,0,83.84,4.293,131.0287742,11.627
28,01-06-2012,1245480.95,0,78.11,4.277,130.9592258,11.627
28,08-06-2012,1440687.69,0,84.83,4.103,130.8896774,11.627
28,15-06-2012,1229760.97,0,85.94,4.144,130.8295333,11.627
28,22-06-2012,1180671.55,0,91.61,4.014,130.7929,11.627
28,29-06-2012,1129031.98,0,90.47,3.875,130.7562667,11.627
28,06-07-2012,1500863.54,0,89.13,3.765,130.7196333,10.926
28,13-07-2012,1179915.04,0,95.61,3.723,130.683,10.926
28,20-07-2012,1149427.48,0,85.53,3.726,130.7012903,10.926
28,27-07-2012,1135035.09,0,93.47,3.769,130.7195806,10.926
28,03-08-2012,1376520.1,0,88.16,3.76,130.737871,10.926
28,10-08-2012,1269113.41,0,95.91,3.811,130.7561613,10.926
28,17-08-2012,1184198.41,0,94.87,4.002,130.7909677,10.926
28,24-08-2012,1199309.59,0,85.32,4.055,130.8381613,10.926
28,31-08-2012,1227118.75,0,89.78,4.093,130.8853548,10.926
28,07-09-2012,1469693.99,1,88.52,4.124,130.9325484,10.926
28,14-09-2012,1124660.77,0,83.64,4.133,130.9776667,10.926
28,21-09-2012,1135340.19,0,82.97,4.125,131.0103333,10.926
28,28-09-2012,1129508.61,0,81.22,3.966,131.043,10.926
28,05-10-2012,1462941.03,0,81.61,3.966,131.0756667,10.199
28,12-10-2012,1205536.71,0,71.74,4.468,131.1083333,10.199
28,19-10-2012,1143724.48,0,68.66,4.449,131.1499677,10.199
28,26-10-2012,1213860.61,0,65.95,4.301,131.1930968,10.199
29,05-02-2010,538634.46,0,24.36,2.788,131.5279032,10.064
29,12-02-2010,529672.95,1,28.14,2.771,131.5866129,10.064
29,19-02-2010,542399.07,0,31.96,2.747,131.637,10.064
29,26-02-2010,488417.61,0,35.98,2.753,131.686,10.064
29,05-03-2010,535087.91,0,36.82,2.766,131.735,10.064
29,12-03-2010,519042.49,0,43.43,2.805,131.784,10.064
29,19-03-2010,496851.6,0,46.03,2.834,131.8242903,10.064
29,26-03-2010,552985.34,0,48.56,2.831,131.863129,10.064
29,02-04-2010,599629.25,0,44.96,2.826,131.9019677,10.16
29,09-04-2010,569937.23,0,57.06,2.849,131.9408065,10.16
29,16-04-2010,509100.84,0,51.14,2.885,131.9809,10.16
29,23-04-2010,505329.66,0,51.04,2.895,132.0226667,10.16
29,30-04-2010,501013.47,0,50.96,2.935,132.0644333,10.16
29,07-05-2010,568497.35,0,63.81,2.981,132.1062,10.16
29,14-05-2010,518940.88,0,50.99,2.983,132.152129,10.16
29,21-05-2010,502021.82,0,59.99,2.961,132.2230323,10.16
29,28-05-2010,577627.66,0,65.64,2.906,132.2939355,10.16
29,04-06-2010,588017.66,0,69.49,2.857,132.3648387,10.16
29,11-06-2010,540716.58,0,65.01,2.83,132.4357419,10.16
29,18-06-2010,558731.74,0,67.13,2.805,132.4733333,10.16
29,25-06-2010,585548.79,0,74.37,2.81,132.4976,10.16
29,02-07-2010,581473.55,0,72.88,2.815,132.5218667,10.409
29,09-07-2010,563449.43,0,79.22,2.806,132.5461333,10.409
29,16-07-2010,512292.01,0,76.3,2.796,132.5667742,10.409
29,23-07-2010,506502.09,0,76.91,2.784,132.5825806,10.409
29,30-07-2010,509872.77,0,76.35,2.792,132.5983871,10.409
29,06-08-2010,519787.93,0,74.37,2.792,132.6141935,10.409
29,13-08-2010,495269.0,0,74.75,2.81,132.63,10.409
29,20-08-2010,531640.19,0,73.21,2.796,132.6616129,10.409
29,27-08-2010,545766.13,0,68.99,2.77,132.6932258,10.409
29,03-09-2010,579272.38,0,75.85,2.735,132.7248387,10.409
29,10-09-2010,491290.37,1,68.6,2.717,132.7564516,10.409
29,17-09-2010,463752.89,0,62.49,2.716,132.7670667,10.409
29,24-09-2010,465338.41,0,65.14,2.718,132.7619333,10.409
29,01-10-2010,474698.01,0,69.31,2.717,132.7568,10.524
29,08-10-2010,530059.06,0,56.32,2.776,132.7516667,10.524
29,15-10-2010,483011.69,0,55.23,2.878,132.7633548,10.524
29,22-10-2010,505221.17,0,50.24,2.919,132.8170968,10.524
29,29-10-2010,527058.59,0,57.73,2.938,132.8708387,10.524
29,05-11-2010,521002.97,0,44.34,2.938,132.9245806,10.524
29,12-11-2010,524450.7,0,44.42,2.961,132.9783226,10.524
29,19-11-2010,508174.55,0,48.62,3.03,132.9172,10.524
29,26-11-2010,975268.91,1,44.61,3.07,132.8369333,10.524
29,03-12-2010,642678.53,0,39.42,3.065,132.7566667,10.524
29,10-12-2010,713834.74,0,28.43,3.132,132.6764,10.524
29,17-12-2010,850538.25,0,30.46,3.139,132.6804516,10.524
29,24-12-2010,1130926.79,0,29.76,3.15,132.7477419,10.524
29,31-12-2010,465992.02,1,28.49,3.177,132.8150323,10.524
29,07-01-2011,455952.18,0,32.56,3.193,132.8823226,10.256
29,14-01-2011,426905.26,0,24.76,3.215,132.9510645,10.256
29,21-01-2011,445134.15,0,26.8,3.232,133.0285161,10.256
29,28-01-2011,410426.97,0,20.61,3.243,133.1059677,10.256
29,04-02-2011,504126.89,0,26.39,3.24,133.1834194,10.256
29,11-02-2011,550387.78,1,28.89,3.255,133.260871,10.256
29,18-02-2011,542529.21,0,35.34,3.263,133.3701429,10.256
29,25-02-2011,483660.15,0,30.23,3.281,133.4921429,10.256
29,04-03-2011,536031.67,0,33.52,3.437,133.6141429,10.256
29,11-03-2011,493430.45,0,41.42,3.6,133.7361429,10.256
29,18-03-2011,493653.43,0,43.38,3.634,133.8492258,10.256
29,25-03-2011,478773.05,0,38.77,3.624,133.9587419,10.256
29,01-04-2011,475615.26,0,36.04,3.638,134.0682581,9.966
29,08-04-2011,505304.33,0,44.42,3.72,134.1777742,9.966
29,15-04-2011,518245.97,0,48.88,3.823,134.2784667,9.966
29,22-04-2011,589252.69,0,47.76,3.919,134.3571,9.966
29,29-04-2011,493078.64,0,57.2,3.988,134.4357333,9.966
29,06-05-2011,534372.53,0,53.63,4.078,134.5143667,9.966
29,13-05-2011,549551.02,0,57.71,4.095,134.593,9.966
29,20-05-2011,492932.51,0,58.56,4.101,134.6803871,9.966
29,27-05-2011,550735.64,0,62.59,4.034,134.7677742,9.966
29,03-06-2011,598251.57,0,70.09,3.973,134.8551613,9.966
29,10-06-2011,558431.44,0,69.53,3.924,134.9425484,9.966
29,17-06-2011,536914.17,0,63.97,3.873,135.0837333,9.966
29,24-06-2011,545368.17,0,68.53,3.851,135.2652667,9.966
29,01-07-2011,567114.6,0,70.8,3.815,135.4468,9.863
29,08-07-2011,547586.07,0,74.22,3.784,135.6283333,9.863
29,15-07-2011,505246.15,0,75.2,3.827,135.7837419,9.863
29,22-07-2011,507335.75,0,77.79,3.882,135.8738387,9.863
29,29-07-2011,474653.06,0,75.32,3.898,135.9639355,9.863
29,05-08-2011,503486.37,0,75.33,3.903,136.0540323,9.863
29,12-08-2011,471311.5,0,74.69,3.88,136.144129,9.863
29,19-08-2011,498056.0,0,71.3,3.82,136.183129,9.863
29,26-08-2011,608294.98,0,72.22,3.796,136.2136129,9.863
29,02-09-2011,497085.91,0,69.16,3.784,136.2440968,9.863
29,09-09-2011,505406.72,1,69.14,3.809,136.2745806,9.863
29,16-09-2011,474129.35,0,68.08,3.809,136.3145,9.863
29,23-09-2011,475696.37,0,62.36,3.758,136.367,9.863
29,30-09-2011,446516.26,0,69.78,3.684,136.4195,9.863
29,07-10-2011,514993.0,0,56.44,3.633,136.472,9.357
29,14-10-2011,475776.45,0,62.63,3.583,136.5150968,9.357
29,21-10-2011,505068.22,0,59.3,3.618,136.5017742,9.357
29,28-10-2011,515119.64,0,49.31,3.604,136.4884516,9.357
29,04-11-2011,620735.72,0,42.81,3.586,136.475129,9.357
29,11-11-2011,531600.62,0,47.8,3.57,136.4618065,9.357
29,18-11-2011,504601.29,0,50.62,3.571,136.4666667,9.357
29,25-11-2011,913165.19,1,46.28,3.536,136.4788,9.357
29,02-12-2011,579874.22,0,49.11,3.501,136.4909333,9.357
29,09-12-2011,633240.53,0,45.35,3.47,136.5030667,9.357
29,16-12-2011,736805.66,0,39.11,3.445,136.5335161,9.357
29,23-12-2011,1016637.39,0,39.83,3.413,136.5883871,9.357
29,30-12-2011,551743.05,1,36.28,3.402,136.6432581,9.357
29,06-01-2012,469773.85,0,34.61,3.439,136.698129,8.988
29,13-01-2012,444756.37,0,39.0,3.523,136.753,8.988
29,20-01-2012,446863.31,0,29.16,3.542,136.8564194,8.988
29,27-01-2012,395987.24,0,35.68,3.568,136.9598387,8.988
29,03-02-2012,493159.35,0,40.58,3.633,137.0632581,8.988
29,10-02-2012,545840.05,1,35.68,3.655,137.1666774,8.988
29,17-02-2012,559606.91,0,36.25,3.703,137.2583103,8.988
29,24-02-2012,488782.63,0,39.0,3.751,137.3411034,8.988
29,02-03-2012,500801.72,0,37.47,3.827,137.4238966,8.988
29,09-03-2012,504750.35,0,41.72,3.876,137.5066897,8.988
29,16-03-2012,489293.72,0,46.06,3.867,137.5843871,8.988
29,23-03-2012,517408.48,0,54.68,3.889,137.6552903,8.988
29,30-03-2012,504566.28,0,46.4,3.921,137.7261935,8.988
29,06-04-2012,633826.55,0,46.38,3.957,137.7970968,9.14
29,13-04-2012,520493.83,0,49.89,4.025,137.868,9.14
29,20-04-2012,525200.59,0,58.81,4.046,137.9230667,9.14
29,27-04-2012,497250.22,0,51.42,4.023,137.9781333,9.14
29,04-05-2012,504963.84,0,50.75,3.991,138.0332,9.14
29,11-05-2012,529707.87,0,56.72,3.947,138.0882667,9.14
29,18-05-2012,543706.04,0,61.9,3.899,138.1065806,9.14
29,25-05-2012,549665.67,0,62.39,3.85,138.1101935,9.14
29,01-06-2012,576252.35,0,70.01,3.798,138.1138065,9.14
29,08-06-2012,554093.15,0,61.71,3.746,138.1174194,9.14
29,15-06-2012,552338.76,0,66.56,3.683,138.1295333,9.14
29,22-06-2012,581854.5,0,70.61,3.629,138.1629,9.14
29,29-06-2012,555954.13,0,70.99,3.577,138.1962667,9.14
29,06-07-2012,578832.41,0,77.41,3.538,138.2296333,9.419
29,13-07-2012,514709.76,0,75.81,3.561,138.263,9.419
29,20-07-2012,506705.36,0,76.57,3.61,138.2331935,9.419
29,27-07-2012,475158.24,0,73.52,3.701,138.2033871,9.419
29,03-08-2012,504754.74,0,72.99,3.698,138.1735806,9.419
29,10-08-2012,518628.42,0,76.74,3.772,138.1437742,9.419
29,17-08-2012,416881.66,0,74.92,3.84,138.1857097,9.419
29,24-08-2012,615026.15,0,70.42,3.874,138.2814516,9.419
29,31-08-2012,545844.91,0,71.93,3.884,138.3771935,9.419
29,07-09-2012,540811.85,1,73.3,3.921,138.4729355,9.419
29,14-09-2012,475127.18,0,66.42,3.988,138.5673,9.419
29,21-09-2012,489079.23,0,63.38,4.056,138.6534,9.419
29,28-09-2012,489674.23,0,62.17,4.018,138.7395,9.419
29,05-10-2012,520632.8,0,62.09,4.027,138.8256,9.151
29,12-10-2012,513737.0,0,54.18,4.029,138.9117,9.151
29,19-10-2012,516909.24,0,55.28,4.0,138.8336129,9.151
29,26-10-2012,534970.68,0,57.58,3.917,138.7281613,9.151
30,05-02-2010,465108.52,0,39.05,2.572,210.7526053,8.324
30,12-02-2010,497374.57,1,37.77,2.548,210.8979935,8.324
30,19-02-2010,463513.26,0,39.75,2.514,210.9451605,8.324
30,26-02-2010,472330.71,0,45.31,2.561,210.9759573,8.324
30,05-03-2010,472591.07,0,48.61,2.625,211.0067542,8.324
30,12-03-2010,468189.93,0,57.1,2.667,211.037551,8.324
30,19-03-2010,445736.36,0,54.68,2.72,210.8733316,8.324
30,26-03-2010,442457.35,0,51.66,2.732,210.6766095,8.324
30,02-04-2010,457884.06,0,64.12,2.719,210.4798874,8.2
30,09-04-2010,454800.96,0,65.74,2.77,210.2831653,8.2
30,16-04-2010,471054.16,0,67.87,2.808,210.1495463,8.2
30,23-04-2010,462454.39,0,64.21,2.795,210.1000648,8.2
30,30-04-2010,456140.34,0,66.93,2.78,210.0505833,8.2
30,07-05-2010,457883.94,0,70.87,2.835,210.0011018,8.2
30,14-05-2010,461868.09,0,73.08,2.854,209.9984585,8.2
30,21-05-2010,455751.84,0,74.24,2.826,210.2768443,8.2
30,28-05-2010,462474.16,0,80.94,2.759,210.5552301,8.2
30,04-06-2010,458343.7,0,82.68,2.705,210.833616,8.2
30,11-06-2010,445530.16,0,83.51,2.668,211.1120018,8.2
30,18-06-2010,447727.52,0,86.18,2.637,211.1096543,8.2
30,25-06-2010,453210.24,0,87.01,2.653,210.9950134,8.2
30,02-07-2010,450337.47,0,82.29,2.669,210.8803726,8.099
30,09-07-2010,436293.4,0,81.67,2.642,210.7657317,8.099
30,16-07-2010,438068.71,0,85.61,2.623,210.7577954,8.099
30,23-07-2010,440491.33,0,87.17,2.608,210.8921319,8.099
30,30-07-2010,437893.76,0,83.59,2.64,211.0264684,8.099
30,06-08-2010,441407.06,0,90.3,2.627,211.1608049,8.099
30,13-08-2010,444160.07,0,89.65,2.692,211.2951413,8.099
30,20-08-2010,447139.8,0,89.58,2.664,211.2596586,8.099
30,27-08-2010,443810.78,0,86.2,2.619,211.2241759,8.099
30,03-09-2010,461548.98,0,82.57,2.577,211.1886931,8.099
30,10-09-2010,455162.92,1,79.3,2.565,211.1532104,8.099
30,17-09-2010,462058.19,0,83.03,2.582,211.1806415,8.099
30,24-09-2010,448392.17,0,80.79,2.624,211.2552578,8.099
30,01-10-2010,445475.3,0,70.28,2.603,211.3298742,8.163
30,08-10-2010,462080.47,0,65.76,2.633,211.4044906,8.163
30,15-10-2010,453943.89,0,68.61,2.72,211.4713286,8.163
30,22-10-2010,459631.74,0,70.72,2.725,211.5187208,8.163
30,29-10-2010,438334.39,0,67.51,2.716,211.5661131,8.163
30,05-11-2010,484661.87,0,58.71,2.689,211.6135053,8.163
30,12-11-2010,431266.64,0,60.95,2.728,211.6608975,8.163
30,19-11-2010,423707.69,0,51.71,2.771,211.5470304,8.163
30,26-11-2010,462732.36,1,62.96,2.735,211.4062867,8.163
30,03-12-2010,407112.22,0,50.43,2.708,211.265543,8.163
30,10-12-2010,428631.91,0,46.35,2.843,211.1247993,8.163
30,17-12-2010,445332.28,0,48.63,2.869,211.0645458,8.163
30,24-12-2010,519354.88,0,51.29,2.886,211.0646599,8.163
30,31-12-2010,397631.02,1,47.19,2.943,211.064774,8.163
30,07-01-2011,451077.21,0,44.24,2.976,211.0648881,8.028
30,14-01-2011,465408.72,0,34.14,2.983,211.1176713,8.028
30,21-01-2011,439132.62,0,42.72,3.016,211.4864691,8.028
30,28-01-2011,425989.04,0,44.04,3.01,211.8552668,8.028
30,04-02-2011,490970.95,0,36.33,2.989,212.2240646,8.028
30,11-02-2011,470921.24,1,34.61,3.022,212.5928624,8.028
30,18-02-2011,417070.51,0,59.87,3.045,212.9033115,8.028
30,25-02-2011,432687.97,0,61.27,3.065,213.190421,8.028
30,04-03-2011,443334.71,0,59.52,3.288,213.4775305,8.028
30,11-03-2011,438529.81,0,54.69,3.459,213.7646401,8.028
30,18-03-2011,425470.84,0,63.26,3.488,214.0156238,8.028
30,25-03-2011,431754.01,0,70.33,3.473,214.2521573,8.028
30,01-04-2011,437926.79,0,56.36,3.524,214.4886908,7.931
30,08-04-2011,443889.5,0,68.62,3.622,214.7252242,7.931
30,15-04-2011,426666.92,0,71.01,3.743,214.9420631,7.931
30,22-04-2011,445358.73,0,70.79,3.807,215.1096657,7.931
30,29-04-2011,423687.2,0,70.19,3.81,215.2772683,7.931
30,06-05-2011,438789.52,0,61.87,3.906,215.4448709,7.931
30,13-05-2011,424614.59,0,75.04,3.899,215.6124735,7.931
30,20-05-2011,435102.2,0,68.36,3.907,215.3834778,7.931
30,27-05-2011,429305.82,0,76.86,3.786,215.1544822,7.931
30,03-06-2011,432808.48,0,83.82,3.699,214.9254865,7.931
30,10-06-2011,424697.05,0,84.71,3.648,214.6964908,7.931
30,17-06-2011,435481.03,0,87.54,3.637,214.6513538,7.931
30,24-06-2011,422715.74,0,85.72,3.594,214.7441108,7.931
30,01-07-2011,428782.38,0,87.57,3.524,214.8368678,7.852
30,08-07-2011,419764.37,0,89.16,3.48,214.9296249,7.852
30,15-07-2011,420515.63,0,91.05,3.575,215.0134426,7.852
30,22-07-2011,423441.76,0,90.27,3.651,215.0749122,7.852
30,29-07-2011,414245.96,0,91.56,3.682,215.1363819,7.852
30,05-08-2011,431798.64,0,94.22,3.684,215.1978515,7.852
30,12-08-2011,412224.67,0,92.32,3.638,215.2593211,7.852
30,19-08-2011,414450.61,0,90.11,3.554,215.3229307,7.852
30,26-08-2011,387944.83,0,92.07,3.523,215.386897,7.852
30,02-09-2011,369722.32,0,91.94,3.533,215.4508632,7.852
30,09-09-2011,370897.82,1,78.87,3.546,215.5148295,7.852
30,16-09-2011,382914.66,0,80.62,3.526,215.6944378,7.852
30,23-09-2011,391837.56,0,75.68,3.467,216.0282356,7.852
30,30-09-2011,387001.13,0,78.91,3.355,216.3620333,7.852
30,07-10-2011,417528.26,0,71.64,3.285,216.6958311,7.441
30,14-10-2011,410711.99,0,69.79,3.274,217.0048261,7.441
30,21-10-2011,428958.53,0,65.16,3.353,217.1650042,7.441
30,28-10-2011,426151.88,0,65.46,3.372,217.3251824,7.441
30,04-11-2011,432359.04,0,56.01,3.332,217.4853605,7.441
30,11-11-2011,409686.63,0,59.8,3.297,217.6455387,7.441
30,18-11-2011,436462.63,0,61.9,3.308,217.8670218,7.441
30,25-11-2011,452163.93,1,56.43,3.236,218.1130269,7.441
30,02-12-2011,412385.75,0,48.72,3.172,218.3590319,7.441
30,09-12-2011,436741.02,0,41.44,3.158,218.605037,7.441
30,16-12-2011,441265.08,0,50.56,3.159,218.8217928,7.441
30,23-12-2011,492022.68,0,46.54,3.112,218.9995495,7.441
30,30-12-2011,376777.45,1,45.16,3.129,219.1773063,7.441
30,06-01-2012,457030.86,0,48.1,3.157,219.355063,7.057
30,13-01-2012,447023.91,0,45.0,3.261,219.5328198,7.057
30,20-01-2012,438760.62,0,52.21,3.268,219.6258417,7.057
30,27-01-2012,433037.66,0,50.79,3.29,219.7188636,7.057
30,03-02-2012,434080.74,0,55.83,3.36,219.8118854,7.057
30,10-02-2012,451365.99,1,46.52,3.409,219.9049073,7.057
30,17-02-2012,435109.11,0,45.03,3.51,220.0651993,7.057
30,24-02-2012,425215.71,0,54.81,3.555,220.275944,7.057
30,02-03-2012,438640.61,0,59.3,3.63,220.4866886,7.057
30,09-03-2012,446617.89,0,57.16,3.669,220.6974332,7.057
30,16-03-2012,413617.45,0,63.39,3.734,220.8498468,7.057
30,23-03-2012,430222.97,0,62.96,3.787,220.9244858,7.057
30,30-03-2012,449603.91,0,67.87,3.845,220.9991248,7.057
30,06-04-2012,461511.92,0,69.02,3.891,221.0737638,6.891
30,13-04-2012,428784.7,0,69.03,3.891,221.1484028,6.891
30,20-04-2012,462909.41,0,66.97,3.877,221.2021074,6.891
30,27-04-2012,433744.83,0,69.21,3.814,221.255812,6.891
30,04-05-2012,454477.54,0,77.53,3.749,221.3095166,6.891
30,11-05-2012,436070.45,0,74.14,3.688,221.3632212,6.891
30,18-05-2012,460945.14,0,72.42,3.63,221.380331,6.891
30,25-05-2012,449355.91,0,79.49,3.561,221.3828029,6.891
